NacidoProvincia;Sexo;EstadoCivil;CantHijos;DomicilioPartido;DomicilioProvincia;ComisariaJurisdiccional;Departamental;PoseeLicenciaConducir;TituloSecundario;TipoOtroEstudio;ConoceComputacion;ConoceIngles;ConoceOtros;Edad
BUENOS AIRES;M;Soltera/o;0;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 5TA;JEF.DEP.DE SEG.BAHIA BLANCA;SI;BACHILLER EN ORIENTACIÓN EN GESTION Y ADMINISTRACION;No posee;SI;SI;NO;22
FORMOSA;M;Soltera/o;0;SAN MIGUEL;BUENOS AIRES;CRIA.PILAR 1RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLERATO CON ORIENTACIÓN A INFORMÁTICA;No posee;SI;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;PILAR;BUENOS AIRES;CRIA.PILAR 2DA;JEF.DEP.DE SEG.PILAR;SI;BACHILLER CIENCIAS SOCIALES;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;1;QUILMES;BUENOS AIRES;CRIA.QUILMES 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER CON ORIENTACIÓN EN  CS SOCIALES ESPECIALIZADO EN GESTIÓN DE POLÍTICAS PÚBLICAS;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 3RA;JEF.DEP.DE SEG.LA MATANZA;SI;ADMINISTRACIÓN DE EMPRESAS Y CONTABILIDAD;No posee;SI;SI;NO;21
BS AS;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 3RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLERATO EN CIENCIAS SOCIALES;Terciario Completo;SI;SI;NO;23
BUENOS AIRES;M;Soltera/o;0;AVELLANEDA;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;SI;ECONOMIA;No posee;SI;SI;NO;21
MERLO;F;Soltera/o;1;MERLO;BUENOS AIRES;CRIA.MERLO 3RA;JEF.DEP.DE SEG.MERLO;NO;COMUNICACIÓN;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA NORESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN COMUNICACION;No posee;NO;NO;NO;18
PIRAYU;F;Soltera/o;0;MARCOS PAZ;BUENOS AIRES;EST.POL.COM.MARCOS PAZ;JEF.DEP.DE SEG.MERLO;SI;BACHILLERATO EN CS.NATURALES;No posee;NO;SI;NO;20
BUENOS AIRES;F;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO CIENCIAS NATURALES;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;EZEIZA;BUENOS AIRES;CRIA.EZEIZA 2DA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER;Universitario Incompleto;SI;SI;SI;21
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER CON ORIENTACIÓN EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 1RA;JEF.DEP.DE SEG.PILAR;NO;SECUNDARIO;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;1;BERAZATEGUI;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;SAN PEDRO;BUENOS AIRES;CRIA.SAN PEDRO;JEF.DEP.DE SEG.SAN NICOLAS;SI;ADMINISTRACION ECONOMICA;No posee;SI;SI;NO;23
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 7MA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;1;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;NO;BACHILLERATO ORIENTADO EN EDUCACIÓN FISICA;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;BRAGADO;BUENOS AIRES;EST.POL.COM.BRAGADO;JEF.DEP.DE SEG.PEHUAJO;NO;BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;NECOCHEA;BUENOS AIRES;CRIA.NECOCHEA 2DA;JEF.DEP.DE SEG.NECOCHEA;SI;BACHILLERATO EN CIENCIAS NATURALES;No posee;SI;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 9NA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER EN CIENCIAS SOCIALES;Universitario Incompleto;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;1;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 5TA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER EN CIENCIAS CIENCIAS SOCIALES;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.ESTEBAN ECHEVERRIA 5TA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BATILLER EN ECONOMÍA Y ADMINISTRACIÓN DE EMPRESAS;No posee;SI;NO;NO;19
BUENOS AIRES;F;Concubinato;1;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 13RA;JEF.DEP.DE SEG.MAR DEL PLATA;SI;BACHILLER EN ECONOMIA Y GESTIOS DE LAS ORGANIZACIONES;No posee;NO;NO;NO;23
CHACO;F;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.ESTEBAN ECHEVERRIA 5TA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER EN CIENCIAS NATURALES;No posee;NO;NO;NO;18
BUENOS AIRES;M;Soltera/o;0;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 4TA;JEF.DEP.DE SEG.PILAR;NO;ANALITICO;No posee;NO;NO;NO;20
BUENOS AIRES;F;Concubinato;1;TRENQUE LAUQUEN;BUENOS AIRES;CRIA.TRENQUE LAUQUEN;JEF.DEP.DE SEG.TRENQUE LAUQ.;SI;BACHILLER;No posee;SI;SI;NO;25
BUENOS AIRES;F;Soltera/o;0;PERGAMINO;BUENOS AIRES;CRIA.PERGAMINO 1RA;JEF.DEP.DE SEG.PERGAMINO;NO;SECUNDARIO;No posee;SI;NO;SI;18
MERLO;M;Concubinato;1;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;SI;BACHILLER;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 6TA;JEF.DEP.DE SEG.QUILMES;NO;CIENCIAS SOCIALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;SUBCRIA.BARRIO MATERA;JEF.DEP.DE SEG.MERLO;NO;TODAVÍA NO;Terciario Incompleto;SI;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;TRENQUE LAUQUEN;BUENOS AIRES;CRIA.TRENQUE LAUQUEN;JEF.DEP.DE SEG.TRENQUE LAUQ.;SI;BACHILLER;No posee;NO;SI;NO;19
SANTA CRUZ;M;Soltera/o;0;ZARATE;BUENOS AIRES;CRIA.ZARATE 1RA;JEF.DEP.DE SEG.ZARATE-CAMPANA;SI;BACHILLER EDUCACIÓN FÍSICA;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN ECONOMIA Y ADMINISTRACIÓN;No posee;SI;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;ORIENTACIÓN EN CIENCIAS NATURALES;Terciario Incompleto;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;MARCOS PAZ;BUENOS AIRES;EST.POL.COM.MARCOS PAZ;JEF.DEP.DE SEG.MERLO;SI;SECUNDARIA EN CIENCIAS SOCIALES;No posee;SI;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;SI;BACHILLER EN ARTE Y DISEÑO.;No posee;SI;SI;NO;24
BUENO AIRES;M;Soltera/o;1;EZEIZA;BUENOS AIRES;CRIA.LANUS 1RA;JEF.DEP.DE SEG.LANUS;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 6TA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO COMPLETO;Universitario Incompleto;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;1;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN CIENCIAS SOCIALES;Terciario Completo;SI;SI;NO;23
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;SUBCRIA.HERNANDEZ;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO EN ARTE Y LITERATURA;No posee;NO;NO;NO;21
MISIONES;F;Soltera/o;1;LA PLATA;BUENOS AIRES;SUBCRIA.LA UNION;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO COMPLETO;No posee;SI;SI;NO;25
BUENOS AIRES;M;Soltera/o;1;GENERAL LAVALLE;BUENOS AIRES;EST.POL.COM.PAVON;JEF.DEP.DE SEG.PINAMAR;SI;BACHILLER EN CIENCIA SOCIALES;Universitario Incompleto;SI;NO;NO;23
BUENOS AIRES;F;Soltera/o;1;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;SECUNDARIO;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA ESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;SI;BACHILLER EN ORIENTACION DE BIENES Y SERVICIO;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;JUNIN;BUENOS AIRES;CRIA.JUNIN 2DA;JEF.DEP.DE SEG.JUNIN;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;NO;NO;23
BUENOS AIRES;F;Soltera/o;1;JOSE C.PAZ;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLERATO EN CIENCIAS SOCIALES;No posee;NO;NO;NO;23
BUENOS AIRES;M;Casada/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;PEHUAJO;BUENOS AIRES;EST.POL.COM.PEHUAJO;JEF.DEP.DE SEG.PEHUAJO;SI;BACHILLER CIENCIAS SOCIALES;No posee;SI;SI;NO;25
JUNÍN, BUENOS AIRES;F;Soltera/o;0;JUNIN;BUENOS AIRES;CRIA.JUNIN 2DA;JEF.DEP.DE SEG.JUNIN;NO;BACHILLERATO DE ADULTOS;No posee;SI;NO;SI;20
BUENOS AIRES;F;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLERATO;No posee;NO;NO;NO;18
CORRIENTES;F;Soltera/o;0;ZARATE;BUENOS AIRES;CRIA.ZARATE 1RA;JEF.DEP.DE SEG.ZARATE-CAMPANA;NO;BACHILLERATO EN COMUNICACIÓN;No posee;NO;NO;NO;18
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;SUBCRIA.LA UNION;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER;No posee;NO;NO;NO;23
BUENOS AIRES;F;Soltera/o;0;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 7MA.;JEF.DEP.DE SEG.BAHIA BLANCA;NO;BACHILLERATO EN CIENCIAS NATURALES;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 4TA;JEF.DEP.DE SEG.BAHIA BLANCA;NO;BACHILLER EN ECONOMÍA;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLERATO EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;SI;NO;21
BUENOS AIRES;M;Soltera/o;0;PEHUAJO;BUENOS AIRES;EST.POL.COM.PEHUAJO;JEF.DEP.DE SEG.PEHUAJO;NO;BACHILLERATO CON ORIENTACIÓN AGROPECUARIA;No posee;NO;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;PRESIDENTE PERON;BUENOS AIRES;CRIA.ALMIRANTE BROWN 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 6TA.;JEF.DEP.DE SEG.BAHIA BLANCA;NO;BACHILLER EN CIENCIAS NATURALES;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;PRESIDENTE PERON;BUENOS AIRES;CRIA.ALMIRANTE BROWN 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;SECUNDARIO COMPLETO;No posee;SI;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;JOSE C.PAZ;BUENOS AIRES;CRIA.JOSE C.PAZ 1RA;JEF.DEP.DE SEG.PILAR;SI;BACHILLER EN CIENCIAS NATURALES;No posee;SI;SI;NO;19
BS.AS.;F;Soltera/o;0;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 13RA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;1;PRESIDENTE PERON;BUENOS AIRES;CRIA.SAN VICENTE 1RA;JEF.DEP.DE SEG.SAN VICENTE;NO;BACHILLER EN ECONOMIA;No posee;NO;NO;NO;21
LA PLATA;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 9NA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO SECUNDARIA;Universitario Incompleto;NO;NO;NO;19
BUENOS AIRES;M;Concubinato;1;CORONEL SUAREZ;BUENOS AIRES;CRIA.BAHIA BLANCA 1RA;JEF.DEP.DE SEG.BAHIA BLANCA;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;23
BUENOS  AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;ORIENTACION EN MICROEMPRENDIMIENTO;Terciario Incompleto;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;1;PILAR;BUENOS AIRES;CRIA.PILAR 1RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLERATO CIENCIAS NATURALES;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 14TA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO DE ADULTOS CON ORIENTACIÓN TECNOLÓGICA;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 7MA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 1RA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER EN CIENCIAS SOCIALES;Terciario Completo;NO;NO;NO;25
S.S. DE JUJUY;M;Soltera/o;0;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 1RA;JEF.DEP.DE SEG.BAHIA BLANCA;SI;CIENCIAS NATURALES;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;LAS FLORES;BUENOS AIRES;EST.POL.COM.LAS FLORES;JEF.DEP.DE SEG.AZUL;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 3RA;JEF.DEP.DE SEG.MORENO;NO;ARTES VISUALES;No posee;NO;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;GENERAL BELGRANO;BUENOS AIRES;EST.POL.COM.GRAL.BELGRANO;JEF.DEP.DE SEG.CHASCOMUS;NO;BACHILLERATO CIENCIAS SOCIALES;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.ALMIRANTE BROWN 1RA;JEF.DEP.DE SEG.ALTE.BROWN;SI;BACHILLER EN COMUNICACION;Universitario Incompleto;SI;SI;SI;23
PASO DEL REY;M;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 3RA;JEF.DEP.DE SEG.MORENO;SI;ARTES VISUALES;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;SAN ISIDRO;BUENOS AIRES;CRIA.SAN ISIDRO 3RA;JEF.DEP.DE SEG.CONURBANO NORTE;NO;SECUNDARIO COMPLETO;No posee;SI;SI;NO;25
FORMOSA;F;Soltera/o;1;SAN MIGUEL;BUENOS AIRES;CRIA.ALMIRANTE BROWN 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;POLIMODAL MODALIDAD CIENCIAS NATURALES OPCIÓN 2;Terciario Incompleto;SI;SI;NO;24
BUENOS AIRES;M;Soltera/o;0;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;NO;ORIENTACION EN ARTE Y MUSICA;No posee;NO;NO;SI;21
BS AS;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER EN ECONOMIA Y ADMINISTRACIÓN;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 2DA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER MODALIDAD CIENCIAS NATURALES;No posee;SI;NO;NO;22
BUENOS AIRES;F;Soltera/o;2;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;ARTES VISUALES;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;OLAVARRIA;BUENOS AIRES;CRIA.OLAVARRIA 1RA;JEF.DEP.DE SEG.AZUL;NO;ARTE- ARTES VISUALES;No posee;SI;SI;NO;20
BUENOS AIRES;F;Soltera/o;1;CAPITAL FEDERAL;CIUDAD AUTÓNOMA DE BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO CON ORIENTACIÓN SALUD PUBLICA;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;1;EZEIZA;BUENOS AIRES;EST.POL.COM.CORONEL SUAREZ;JEF.DEP.DE SEG.CNEL.SUAREZ;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 11RA;JEF.DEP.DE SEG.LA PLATA;NO;SI;Posgrado Completo;SI;NO;NO;19
BUENOS AIRES;M;Concubinato;2;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 3RA;JEF.DEP.DE SEG.LA MATANZA;SI;SECUNDARIO COMPLETO;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER Y TÉCNICO QUÍMICO;No posee;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;SI;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;1;ITUZAINGO;BUENOS AIRES;CRIA.MORON 1RA;JEF.DEP.DE SEG.MORON;NO;BACHILLER EN ECONOMIA Y ADMINISTRACION;Terciario Completo;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;1;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER CON ORIENTACION EN CIENCIAS NATURALES;No posee;SI;SI;NO;23
BUENOS AIRES;M;Soltera/o;0;CORONEL ROSALES;BUENOS AIRES;CRIA.BAHIA BLANCA 1RA;JEF.DEP.DE SEG.BAHIA BLANCA;SI;BACHILLER EN CIENCIAS NATURALES;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;GENERAL BELGRANO;BUENOS AIRES;EST.POL.COM.GRAL.BELGRANO;JEF.DEP.DE SEG.CHASCOMUS;SI;2019;No posee;NO;NO;NO;19
MISIONES;M;Soltera/o;2;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.ESTEBAN ECHEVERRIA 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;SECUNDARIA COMPLETO;No posee;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;0;MORON;BUENOS AIRES;CRIA.MORON 1RA;JEF.DEP.DE SEG.MORON;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;SI;22
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN COMUNICACIÓN;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;SALADILLO;BUENOS AIRES;CRIA.SALADILLO;JEF.DEP.DE SEG.25 DE MAYO;SI;SECUNDARIA COMPLETA;No posee;SI;NO;NO;20
BUENOS AIRES;F;Concubinato;2;BERISSO;BUENOS AIRES;CRIA.LA PLATA 2DA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER;No posee;NO;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 5TA;JEF.DEP.DE SEG.MORENO;SI;ANALITICO;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;EN TRÁMITE;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;GENERAL SAN MARTIN;BUENOS AIRES;CRIA.SAN MARTIN 1RA;JEF.DEP.DE SEG.SAN MARTIN;SI;COMUNICACIONES;No posee;SI;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;TIGRE;BUENOS AIRES;CRIA.CAMPANA;JEF.DEP.DE SEG.ZARATE-CAMPANA;NO;SECUNDARIO COMPLETO CON ORIENTACION EN CIENCIAS SOCIALES;No posee;SI;SI;NO;19
CABA;M;Soltera/o;0;CAPITAL FEDERAL;CIUDAD AUTÓNOMA DE BUENOS AIRES;CRIA.LANUS 1RA;JEF.DEP.DE SEG.LANUS;NO;PERITO MERCANTIL;No posee;SI;SI;SI;18
BUENOS AIRES;F;Soltera/o;0;GENERAL SAN MARTIN;BUENOS AIRES;CRIA.SAN MARTIN 5TA;JEF.DEP.DE SEG.SAN MARTIN;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;LINCOLN;BUENOS AIRES;CRIA.LINCOLN;JEF.DEP.DE SEG.JUNIN;NO;BACHILLER EN CIENCIAS NATURALES;Terciario Incompleto;SI;SI;NO;20
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;SI;SECUNDARIA COMPLETA;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;1;EZEIZA;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;SI;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 4TA;JEF.DEP.DE SEG.ALTE.BROWN;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;1;MORENO;BUENOS AIRES;CRIA.MORENO 1RA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER;Posgrado Completo;SI;SI;NO;25
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO;No posee;NO;NO;NO;18
BUENOS AIRES;M;Casada/o;1;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;BACHILLER EN ECONOMÍA Y GESTIÓN;No posee;SI;SI;NO;24
SALTA;F;Soltera/o;0;ORAN;SALTA;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;SECUNDARIO;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 2DA;JEF.DEP.DE SEG.ALTE.BROWN;SI;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;24
FORMOSA;F;Soltera/o;0;SAN MIGUEL;BUENOS AIRES;CRIA.MORON 1RA;JEF.DEP.DE SEG.MORON;NO;ECONOMÍA Y GESTION;No posee;SI;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;TORDILLO;BUENOS AIRES;EST.POL.COM.TORDILLO(GRAL.CONE;JEF.DEP.DE SEG.DOLORES;SI;BACHILLER EN CIENCIAS NATURALES;No posee;SI;NO;SI;24
